id	filename	md5	size	state
936f78b1-ca9b-46f3-849d-0ff10a7e602d	b5ad85fb-d0ea-4cde-aebf-2f3bb3d684dd.rna_seq.augmented_star_gene_counts.tsv	9319f9616993acfe3e2441513a4ca9ba	4232525	released
09a25765-76d8-4d2a-9051-facbec6ba166	1b52b9e6-644f-43d5-842d-3412cbd40837.rna_seq.augmented_star_gene_counts.tsv	49fec2f71e4d5e22963decb39791a48f	4231116	released
1422e1e9-e6d1-4965-aca3-95567b0e66af	0e06eaab-ec01-4b30-be69-d476bf070bb5.rna_seq.augmented_star_gene_counts.tsv	74d5ead02bead9511c3cb55d0e986f8d	4250044	released
b95cabf1-0dbc-4d01-a96d-2fca57ad32ce	07a1c477-d35e-4875-8059-c7f4f5e740ce.rna_seq.augmented_star_gene_counts.tsv	a76e2f7efb312b50142a0a5bc3c90690	4231562	released
2ad0503b-3613-40d4-9698-23e853e73902	8c99a8ad-7196-4009-80d9-79f78b75b3ca.rna_seq.augmented_star_gene_counts.tsv	5a5f8cd647a39a9856a3e630e89e8c8a	4249495	released
ff7f3046-6bd9-43c4-857f-3d8bbc7bc4d6	26b09f4a-dcff-4d0e-9357-5f2d10252ea3.rna_seq.augmented_star_gene_counts.tsv	f665029cbe76b719d80ca16830630990	4255467	released
acfdbc5a-2302-4781-b20a-314dfecadb3e	7fc4dd1c-2e19-43fe-a715-a0b1a8afc4c2.rna_seq.augmented_star_gene_counts.tsv	16f8fde0111172e38e5f8d675fb8d30b	4239772	released
a007ff12-ba3c-47b8-9acc-121816a85594	0ced9958-5054-428f-9010-a4ca3dab3bce.rna_seq.augmented_star_gene_counts.tsv	85189619b9bfe357a9bd22b602be2719	4224296	released
e28a82e7-e9bc-4c98-a9c0-4a28c534d030	6ed4c4b2-8125-483e-bcd5-363df40f88dd.rna_seq.augmented_star_gene_counts.tsv	f981449f96a47a902d583a2eee41dd0e	4232417	released
c08d5e3f-a031-4c10-9b38-ad9b3644c272	f3ac12c3-128b-41d2-bb87-39ead9dcc031.rna_seq.augmented_star_gene_counts.tsv	b993308610fba12524208a4b07a9aee2	4236687	released
914f846b-1487-4833-b6e4-b579f971a892	05fbb99d-cafc-4ca0-9581-8b46dedfce8e.rna_seq.augmented_star_gene_counts.tsv	0e884aeb131bd91eb893049097ef284e	4247881	released
4e4330da-4f91-4eeb-85ae-007494022471	b5b2aa22-f024-4862-8a88-95d4b2c48c0d.rna_seq.augmented_star_gene_counts.tsv	7a87b5f9123165fa373db14a1d5efa45	4223116	released
0e3f97a7-63b5-4d66-bc64-1cfba1a7c32e	2b3f591a-b826-4a4e-999e-1cf50172e56d.rna_seq.augmented_star_gene_counts.tsv	d36ba720bd9bc28c29393a5c34458c2e	4231502	released
bceddd9e-bed5-4e4e-a02d-d2eb5333e58f	9fd4e9f0-194f-406e-8470-5c8e2be65164.rna_seq.augmented_star_gene_counts.tsv	c35607d84056d4c0137057c183733a93	4238124	released
3edddf65-e0ca-447c-9942-520d03e4b460	5829ce46-68ed-4238-b5f3-c542947fc123.rna_seq.augmented_star_gene_counts.tsv	a65390980afd8c156a690d6c83545d13	4233277	released
c62fb1ef-ebc8-4acd-836f-a5d3b81ccfd4	e7c891c6-0195-4731-b09a-a57365dffd44.rna_seq.augmented_star_gene_counts.tsv	847a3ba6c056774e876e8d66d6992c5b	4238937	released
af794da5-6884-4f0d-9107-e236c2207dc9	16d039ef-1b0c-4ed8-97fc-0c440bb9482e.rna_seq.augmented_star_gene_counts.tsv	55d8807da9e07ba4fd930b8c44ea753a	4231547	released
80bfeafd-0b6a-49ef-a93e-e6bff0e6d2c1	5b0be70e-c528-4f46-be57-c49abea8e08f.rna_seq.augmented_star_gene_counts.tsv	f08db0e333508a381e81a23734c619a6	4213466	released
